Postanski_ured;Mjesto;Zupanija
43252;Stančići;BJELOVARSKO-BILOGORSKA
43270;Cremušina;BJELOVARSKO-BILOGORSKA
43270;Donja Kovačica;BJELOVARSKO-BILOGORSKA
43270;Dražica;BJELOVARSKO-BILOGORSKA
43270;Gornja Kovačica;BJELOVARSKO-BILOGORSKA
43270;Mala Pisanica;BJELOVARSKO-BILOGORSKA
43270;Mali Grđevac;BJELOVARSKO-BILOGORSKA
43270;Pavlovac;BJELOVARSKO-BILOGORSKA
43270;Sibenik;BJELOVARSKO-BILOGORSKA
43270;Topolovica;BJELOVARSKO-BILOGORSKA
43270;Veliki Grđevac;BJELOVARSKO-BILOGORSKA
43270;Zrinska;BJELOVARSKO-BILOGORSKA
43271;Bačkovica;BJELOVARSKO-BILOGORSKA
43271;Bedenička;BJELOVARSKO-BILOGORSKA
43271;Čađavac;BJELOVARSKO-BILOGORSKA
43271;Nova Pisanica;BJELOVARSKO-BILOGORSKA
43271;Polum;BJELOVARSKO-BILOGORSKA
43271;Velika Pisanica;BJELOVARSKO-BILOGORSKA
43272;Dautan;BJELOVARSKO-BILOGORSKA
43272;Drljanovac;BJELOVARSKO-BILOGORSKA
43272;Kozarevac Račanski;BJELOVARSKO-BILOGORSKA
43272;Međurača;BJELOVARSKO-BILOGORSKA
43272;Nevinac;BJELOVARSKO-BILOGORSKA
43272;Nova Rača;BJELOVARSKO-BILOGORSKA
43272;Orlovac;BJELOVARSKO-BILOGORSKA
43272;Sasovac;BJELOVARSKO-BILOGORSKA
43272;Slovinska Kovačica;BJELOVARSKO-BILOGORSKA
43272;Stara Rača;BJELOVARSKO-BILOGORSKA
43272;Tociljevac;BJELOVARSKO-BILOGORSKA
43273;Babinac;BJELOVARSKO-BILOGORSKA
43273;Bedenik;BJELOVARSKO-BILOGORSKA
43273;Bulinac;BJELOVARSKO-BILOGORSKA
43273;Lasovac;BJELOVARSKO-BILOGORSKA
43273;Lasovac-Brdo;BJELOVARSKO-BILOGORSKA
43273;Ribnjačka;BJELOVARSKO-BILOGORSKA
43274;Kašljavac;BJELOVARSKO-BILOGORSKA
43274;Orovac;BJELOVARSKO-BILOGORSKA
43274;Ravneš;BJELOVARSKO-BILOGORSKA
43274;Severin;BJELOVARSKO-BILOGORSKA
43280;Ciglenica;BJELOVARSKO-BILOGORSKA
43280;Dišnik;BJELOVARSKO-BILOGORSKA
43280;Garešnica;BJELOVARSKO-BILOGORSKA
43280;Garešnički Brestovac;BJELOVARSKO-BILOGORSKA
43280;Hrastovac;BJELOVARSKO-BILOGORSKA
43280;Kajgana;BJELOVARSKO-BILOGORSKA
43280;Kapelica;BJELOVARSKO-BILOGORSKA
43280;Mali Pašijan;BJELOVARSKO-BILOGORSKA
43280;Tomašica;BJELOVARSKO-BILOGORSKA
43280;Veliki Pašijan;BJELOVARSKO-BILOGORSKA
43280;Zdenčac;BJELOVARSKO-BILOGORSKA
43282;Mala Bršljanica;BJELOVARSKO-BILOGORSKA
43282;Rogoža;BJELOVARSKO-BILOGORSKA
43282;Velika Bršljanica;BJELOVARSKO-BILOGORSKA
43282;Veliko Vukovje;BJELOVARSKO-BILOGORSKA
43283;Kaniška Iva;BJELOVARSKO-BILOGORSKA
43283;Malo Vukovje;BJELOVARSKO-BILOGORSKA
43284;Hercegovac;BJELOVARSKO-BILOGORSKA
43284;Ilovski Klokočevac;BJELOVARSKO-BILOGORSKA
43284;Ladislav;BJELOVARSKO-BILOGORSKA
43284;Palešnik;BJELOVARSKO-BILOGORSKA
43284;Velika Trnava;BJELOVARSKO-BILOGORSKA
43285;Gornja Ploščica;BJELOVARSKO-BILOGORSKA
43285;Gornja Trnovitica;BJELOVARSKO-BILOGORSKA
43285;Mala Mlinska;BJELOVARSKO-BILOGORSKA
43285;Mala Trnovitica;BJELOVARSKO-BILOGORSKA
43285;Mlinski Vinogradi;BJELOVARSKO-BILOGORSKA
43285;Nova Ploščica;BJELOVARSKO-BILOGORSKA
43285;Velika Mlinska;BJELOVARSKO-BILOGORSKA
43285;Velika Trnovitica;BJELOVARSKO-BILOGORSKA
43290;Brđani Dapčevački;BJELOVARSKO-BILOGORSKA
43290;Donja Rašenica;BJELOVARSKO-BILOGORSKA
43290;Gornja Rašenica;BJELOVARSKO-BILOGORSKA
43290;Grbavac;BJELOVARSKO-BILOGORSKA
43290;Grubišno Polje;BJELOVARSKO-BILOGORSKA
43290;Lončarica;BJELOVARSKO-BILOGORSKA
43290;Mala Barna;BJELOVARSKO-BILOGORSKA
43290;Mala Jasenovača;BJELOVARSKO-BILOGORSKA
43290;Mala Peratovica;BJELOVARSKO-BILOGORSKA
43290;Poljani;BJELOVARSKO-BILOGORSKA
43290;Treglava;BJELOVARSKO-BILOGORSKA
43290;Velika Barna;BJELOVARSKO-BILOGORSKA
43290;Velika Dapčevica;BJELOVARSKO-BILOGORSKA
43290;Velika Jasenovača;BJELOVARSKO-BILOGORSKA
43290;Velika Peratovica;BJELOVARSKO-BILOGORSKA
43293;Mali Zdenci;BJELOVARSKO-BILOGORSKA
43293;Orlovac Zdenački;BJELOVARSKO-BILOGORSKA
43293;Veliki Zdenci;BJELOVARSKO-BILOGORSKA
43500;Batinjani;BJELOVARSKO-BILOGORSKA
43500;Batinjska Rijeka;BJELOVARSKO-BILOGORSKA
43500;Bijela;BJELOVARSKO-BILOGORSKA
43500;Daruvar;BJELOVARSKO-BILOGORSKA
43500;Daruvarski Vinogradi;BJELOVARSKO-BILOGORSKA
43500;Dobra Kuća;BJELOVARSKO-BILOGORSKA
43500;Doljani;BJELOVARSKO-BILOGORSKA
43500;Donji Borki;BJELOVARSKO-BILOGORSKA
43500;Donji Daruvar;BJELOVARSKO-BILOGORSKA
43500;Golubnjak;BJELOVARSKO-BILOGORSKA
43500;Gornji Borki;BJELOVARSKO-BILOGORSKA
43500;Gornji Daruvar;BJELOVARSKO-BILOGORSKA
43500;Ivanovo Polje;BJELOVARSKO-BILOGORSKA
43500;Kip;BJELOVARSKO-BILOGORSKA
43500;Lipovac Majur;BJELOVARSKO-BILOGORSKA
43500;Ljudevit Selo;BJELOVARSKO-BILOGORSKA
43500;Markovac;BJELOVARSKO-BILOGORSKA
43500;Pakrani;BJELOVARSKO-BILOGORSKA
43500;Srednji Borki;BJELOVARSKO-BILOGORSKA
43500;Šibovac;BJELOVARSKO-BILOGORSKA
43500;Vrbovac;BJELOVARSKO-BILOGORSKA
43500;Vukovije;BJELOVARSKO-BILOGORSKA
43504;Dijakovac;BJELOVARSKO-BILOGORSKA
43504;Ivanovo Selo;BJELOVARSKO-BILOGORSKA
43504;Mala Dapčevica;BJELOVARSKO-BILOGORSKA
43504;Munije;BJELOVARSKO-BILOGORSKA
43504;Rastovac;BJELOVARSKO-BILOGORSKA
43504;Turčević Polje;BJELOVARSKO-BILOGORSKA
43505;Boriš;BJELOVARSKO-BILOGORSKA
43505;Brestovac Daruvarski;BJELOVARSKO-BILOGORSKA
43505;Brestovačka Brda;BJELOVARSKO-BILOGORSKA
43505;Dioš;BJELOVARSKO-BILOGORSKA
43505;Končanica;BJELOVARSKO-BILOGORSKA
43505;Otkopi;BJELOVARSKO-BILOGORSKA
43505;Stražanac;BJELOVARSKO-BILOGORSKA
43505;Šuplja Lipa;BJELOVARSKO-BILOGORSKA
43506;Dežanovac;BJELOVARSKO-BILOGORSKA
43506;Donji Sređani;BJELOVARSKO-BILOGORSKA
43506;Drlež;BJELOVARSKO-BILOGORSKA
43506;Gornji Sređani;BJELOVARSKO-BILOGORSKA
43506;Goveđe Polje;BJELOVARSKO-BILOGORSKA
43506;Imsovac;BJELOVARSKO-BILOGORSKA
43506;Kaštel Dežanovački;BJELOVARSKO-BILOGORSKA
43506;Kreštelovac;BJELOVARSKO-BILOGORSKA
43506;Sokolovac;BJELOVARSKO-BILOGORSKA
43506;Trojeglava;BJELOVARSKO-BILOGORSKA
43507;Blagorodovac;BJELOVARSKO-BILOGORSKA
43507;Duhovi;BJELOVARSKO-BILOGORSKA
43507;Gornji Uljanik;BJELOVARSKO-BILOGORSKA
43507;Uljanički Brijeg;BJELOVARSKO-BILOGORSKA
43507;Uljanik;BJELOVARSKO-BILOGORSKA
43531;Borova Kosa;BJELOVARSKO-BILOGORSKA
43531;Donja Vrijeska;BJELOVARSKO-BILOGORSKA
43531;Gornja Vrijeska;BJELOVARSKO-BILOGORSKA
43531;Maslenjača;BJELOVARSKO-BILOGORSKA
43531;Bastajski Brđani;BJELOVARSKO-BILOGORSKA
43531;Koreničani;BJELOVARSKO-BILOGORSKA
43531;Mali Bastaji;BJELOVARSKO-BILOGORSKA
43531;Mali Miletinac;BJELOVARSKO-BILOGORSKA
43531;Škodinovac;BJELOVARSKO-BILOGORSKA
43531;Veliki Bastaji;BJELOVARSKO-BILOGORSKA
43531;Veliki Miletinac;BJELOVARSKO-BILOGORSKA
43532;Donje Cjepidlake;BJELOVARSKO-BILOGORSKA
43532;Đulovac;BJELOVARSKO-BILOGORSKA
43532;Gornje Cjepidlake;BJELOVARSKO-BILOGORSKA
43532;Jasenaš;BJELOVARSKO-BILOGORSKA
43532;Katinac;BJELOVARSKO-BILOGORSKA
43532;Mala Babina Gora;BJELOVARSKO-BILOGORSKA
43532;Nova Krivaja;BJELOVARSKO-BILOGORSKA
43532;Potočani;BJELOVARSKO-BILOGORSKA
43532;Puklica;BJELOVARSKO-BILOGORSKA
43532;Removac;BJELOVARSKO-BILOGORSKA
43532;Stara Krivaja;BJELOVARSKO-BILOGORSKA
43541;Barica;BJELOVARSKO-BILOGORSKA
43541;Miljanovac;BJELOVARSKO-BILOGORSKA
43541;Sirač;BJELOVARSKO-BILOGORSKA
44000;Bok Palanječki;SISAČKO-MOSLAVAČKA
44000;Hrastelnica;SISAČKO-MOSLAVAČKA
44000;Ljubljanica;SISAČKO-MOSLAVAČKA
44000;Odra Sisačka;SISAČKO-MOSLAVAČKA
44000;Palanjek;SISAČKO-MOSLAVAČKA
44000;Setuš;SISAČKO-MOSLAVAČKA
44000;Sisak;SISAČKO-MOSLAVAČKA
44000;Staro Pračno;SISAČKO-MOSLAVAČKA
44000;Strelečko;SISAČKO-MOSLAVAČKA
44000;Stupno;SISAČKO-MOSLAVAČKA
44000;Tišina Erdedska;SISAČKO-MOSLAVAČKA
44000;Tišina Kaptolska;SISAČKO-MOSLAVAČKA
44000;Žabno;SISAČKO-MOSLAVAČKA
44000;Žirčica;SISAČKO-MOSLAVAČKA
44010;Crnac;SISAČKO-MOSLAVAČKA
44010;Novo Pračno;SISAČKO-MOSLAVAČKA
44010;Novo Selo;SISAČKO-MOSLAVAČKA
44201;Desna Martinska Ves;SISAČKO-MOSLAVAČKA
44201;Desni Dubrovčak;SISAČKO-MOSLAVAČKA
44201;Desno Trebarjevo;SISAČKO-MOSLAVAČKA
44201;Desno Željezno;SISAČKO-MOSLAVAČKA
44201;Jezero Posavsko;SISAČKO-MOSLAVAČKA
44201;Lijeva Luka;SISAČKO-MOSLAVAČKA
44201;Lijeva Martinska Ves;SISAČKO-MOSLAVAČKA
44201;Lijevo Trebarjevo;SISAČKO-MOSLAVAČKA
44201;Lijevo Željezno;SISAČKO-MOSLAVAČKA
44201;Mahovo;SISAČKO-MOSLAVAČKA
44202;Budaševo;SISAČKO-MOSLAVAČKA
44202;Novo Selo Palanječko;SISAČKO-MOSLAVAČKA
44202;Prelošćica;SISAČKO-MOSLAVAČKA
44202;Topolovac;SISAČKO-MOSLAVAČKA
44203;Gušće;SISAČKO-MOSLAVAČKA
44203;Lukavec Posavski;SISAČKO-MOSLAVAČKA
44203;Veliko Svinjičko;SISAČKO-MOSLAVAČKA
44204;Begovići;SISAČKO-MOSLAVAČKA
44204;Čuntić;SISAČKO-MOSLAVAČKA
44204;Deanovići;SISAČKO-MOSLAVAČKA
44204;Dodoši;SISAČKO-MOSLAVAČKA
44204;Donja Mlinoga;SISAČKO-MOSLAVAČKA
44204;Donja Pastuša;SISAČKO-MOSLAVAČKA
44204;Dragotinci;SISAČKO-MOSLAVAČKA
44204;Gornja Mlinoga;SISAČKO-MOSLAVAČKA
44204;Gornja Pastuša;SISAČKO-MOSLAVAČKA
44204;Hrvatski Čuntić;SISAČKO-MOSLAVAČKA
44204;Jabukovac;SISAČKO-MOSLAVAČKA
44204;Klinac;SISAČKO-MOSLAVAČKA
44204;Kraljevčani;SISAČKO-MOSLAVAČKA
44204;Mačkovo Selo;SISAČKO-MOSLAVAČKA
44204;Miočinovići;SISAČKO-MOSLAVAČKA
44204;Prnjavor Čuntićki;SISAČKO-MOSLAVAČKA
44204;Tremušnjak;SISAČKO-MOSLAVAČKA
44205;Donja Bačuga;SISAČKO-MOSLAVAČKA
44205;Gornja Bačuga;SISAČKO-MOSLAVAČKA
44205;Grabovac Banski;SISAČKO-MOSLAVAČKA
44205;Luščani;SISAČKO-MOSLAVAČKA
44205;Pecki;SISAČKO-MOSLAVAČKA
44205;Veliki Šušnjar;SISAČKO-MOSLAVAČKA
44210;Četvrtkovac;SISAČKO-MOSLAVAČKA
44210;Donja Letina;SISAČKO-MOSLAVAČKA
44210;Drljača;SISAČKO-MOSLAVAČKA
44210;Gornja Letina;SISAČKO-MOSLAVAČKA
44210;Gradusa Posavska;SISAČKO-MOSLAVAČKA
44210;Greda Sunjska;SISAČKO-MOSLAVAČKA
44210;Krivaj Sunjski;SISAČKO-MOSLAVAČKA
44210;Novoselci;SISAČKO-MOSLAVAČKA
44210;Petrinjci;SISAČKO-MOSLAVAČKA
44210;Radonja Luka;SISAČKO-MOSLAVAČKA
44210;Staza;SISAČKO-MOSLAVAČKA
44210;Sunja;SISAČKO-MOSLAVAČKA
44210;Vedro Polje;SISAČKO-MOSLAVAČKA
44210;Žreme;SISAČKO-MOSLAVAČKA
44211;Bestrma;SISAČKO-MOSLAVAČKA
44211;Blinjska Greda;SISAČKO-MOSLAVAČKA
44211;Blinjski Kut;SISAČKO-MOSLAVAČKA
44211;Brđani Cesta;SISAČKO-MOSLAVAČKA
44211;Brđani Kosa;SISAČKO-MOSLAVAČKA
44211;Donje Komarevo;SISAČKO-MOSLAVAČKA
44211;Gornje Komarevo;SISAČKO-MOSLAVAČKA
44211;Kinjačka;SISAČKO-MOSLAVAČKA
44211;Kladari;SISAČKO-MOSLAVAČKA
44211;Klobučak;SISAČKO-MOSLAVAČKA
44212;Mala Gradusa;SISAČKO-MOSLAVAČKA
44212;Mala Paukova;SISAČKO-MOSLAVAČKA
44212;Sjeverovac;SISAČKO-MOSLAVAČKA
44212;Staro Selo;SISAČKO-MOSLAVAČKA
44212;Svinica;SISAČKO-MOSLAVAČKA
44212;Velika Gradusa;SISAČKO-MOSLAVAČKA
44212;Vukoševac;SISAČKO-MOSLAVAČKA
44213;Čigoč;SISAČKO-MOSLAVAČKA
44213;Kratečko;SISAČKO-MOSLAVAČKA
44213;Lonja;SISAČKO-MOSLAVAČKA
44213;Mužilovčica;SISAČKO-MOSLAVAČKA
44213;Suvoj;SISAČKO-MOSLAVAČKA
44214;Bistrač;SISAČKO-MOSLAVAČKA
44214;Bobovac;SISAČKO-MOSLAVAČKA
44214;Crkveni Bok;SISAČKO-MOSLAVAČKA
44214;Ivanjski Bok;SISAČKO-MOSLAVAČKA
44214;Selišće Sunjsko;SISAČKO-MOSLAVAČKA
44214;Strmen;SISAČKO-MOSLAVAČKA
44221;Donji Hrastovac;SISAČKO-MOSLAVAČKA
44221;Pobrđani;SISAČKO-MOSLAVAČKA
44222;Čapljani;SISAČKO-MOSLAVAČKA
44222;Jasenovčani;SISAČKO-MOSLAVAČKA
44222;Kostreši Šaški;SISAČKO-MOSLAVAČKA
44222;Papići;SISAČKO-MOSLAVAČKA
44222;Slovinci;SISAČKO-MOSLAVAČKA
44222;Šaš;SISAČKO-MOSLAVAČKA
44222;Timarci;SISAČKO-MOSLAVAČKA
44222;Utolica;SISAČKO-MOSLAVAČKA
44231;Bijelnik;SISAČKO-MOSLAVAČKA
44231;Blinja;SISAČKO-MOSLAVAČKA
44231;Jošavica;SISAČKO-MOSLAVAČKA
44231;Madžari;SISAČKO-MOSLAVAČKA
44231;Moštanica;SISAČKO-MOSLAVAČKA
44231;Petkovac;SISAČKO-MOSLAVAČKA
44231;Stražbenica;SISAČKO-MOSLAVAČKA
44250;Brest Pokupski;SISAČKO-MOSLAVAČKA
44250;Donja Budičina;SISAČKO-MOSLAVAČKA
44250;Hrastovica;SISAČKO-MOSLAVAČKA
44250;Nova Drenčina;SISAČKO-MOSLAVAČKA
44250;Novo Selište;SISAČKO-MOSLAVAČKA
44250;Petrinja;SISAČKO-MOSLAVAČKA
44250;Taborište;SISAČKO-MOSLAVAČKA
44250;Župić;SISAČKO-MOSLAVAČKA
44251;Cepeliš;SISAČKO-MOSLAVAČKA
44251;Glinska Poljana;SISAČKO-MOSLAVAČKA
44251;Gora;SISAČKO-MOSLAVAČKA
44251;Graberje;SISAČKO-MOSLAVAČKA
44251;Križ Hrastovački;SISAČKO-MOSLAVAČKA
44251;Sibić;SISAČKO-MOSLAVAČKA
44251;Strašnik;SISAČKO-MOSLAVAČKA
44253;Mošćenica;SISAČKO-MOSLAVAČKA
44271;Letovanić;SISAČKO-MOSLAVAČKA
44271;Palanjek Pokupski;SISAČKO-MOSLAVAČKA
44271;Pokupsko Vratečko;SISAČKO-MOSLAVAČKA
44271;Stari Brod;SISAČKO-MOSLAVAČKA
44271;Stari Farkašić;SISAČKO-MOSLAVAČKA
44271;Šišinec;SISAČKO-MOSLAVAČKA
44271;Vrh Letovanički;SISAČKO-MOSLAVAČKA
44271;Žažina;SISAČKO-MOSLAVAČKA
44272;Brežane Lekeničke;SISAČKO-MOSLAVAČKA
44272;Cerje Letovanićko;SISAČKO-MOSLAVAČKA
44272;Donji Vukojevac;SISAČKO-MOSLAVAČKA
44272;Dužica;SISAČKO-MOSLAVAČKA
44272;Gornji Vukojevac;SISAČKO-MOSLAVAČKA
44272;Lekenik;SISAČKO-MOSLAVAČKA
44272;Pešćenica;SISAČKO-MOSLAVAČKA
44272;Poljana Lekenička;SISAČKO-MOSLAVAČKA
44273;Donje Mokrice;SISAČKO-MOSLAVAČKA
44273;Dumače;SISAČKO-MOSLAVAČKA
44273;Gornje Morkice;SISAČKO-MOSLAVAČKA
44273;Greda;SISAČKO-MOSLAVAČKA
44273;Jazvenik;SISAČKO-MOSLAVAČKA
44273;Međurače;SISAČKO-MOSLAVAČKA
44273;Nebojan;SISAČKO-MOSLAVAČKA
44273;Novi Farkašić;SISAČKO-MOSLAVAČKA
44273;Petrovec;SISAČKO-MOSLAVAČKA
44273;Sela;SISAČKO-MOSLAVAČKA
44273;Slana;SISAČKO-MOSLAVAČKA
44273;Srednje Mokrice;SISAČKO-MOSLAVAČKA
44273;Stara Drenčina;SISAČKO-MOSLAVAČKA
44273;Vratečko;SISAČKO-MOSLAVAČKA
44273;Vurot;SISAČKO-MOSLAVAČKA
44316;Donja Vlahinička;SISAČKO-MOSLAVAČKA
44316;Gornja Vlahinićka;SISAČKO-MOSLAVAČKA
44316;Grabričina;SISAČKO-MOSLAVAČKA
44316;Grabrov Potok;SISAČKO-MOSLAVAČKA
44316;Katoličko Selišće;SISAČKO-MOSLAVAČKA
44316;Kompator;SISAČKO-MOSLAVAČKA
44316;Ludinica;SISAČKO-MOSLAVAČKA
44316;Mala Ludina;SISAČKO-MOSLAVAČKA
44316;Mustafina Klada;SISAČKO-MOSLAVAČKA
44316;Okoli;SISAČKO-MOSLAVAČKA
44316;Ruškovica;SISAČKO-MOSLAVAČKA
44316;Velika Ludina;SISAČKO-MOSLAVAČKA
44316;Vidrenjak;SISAČKO-MOSLAVAČKA
44317;Donja Jelenska;SISAČKO-MOSLAVAČKA
44317;Gornja Jelenska;SISAČKO-MOSLAVAČKA
44317;Moslavačka Slatina;SISAČKO-MOSLAVAČKA
44317;Osekovo;SISAČKO-MOSLAVAČKA
44317;Podbrđe;SISAČKO-MOSLAVAČKA
44317;Popovača;SISAČKO-MOSLAVAČKA
44317;Potok;SISAČKO-MOSLAVAČKA
44317;Stružec;SISAČKO-MOSLAVAČKA
44318;Donja Gračenica;SISAČKO-MOSLAVAČKA
44318;Gornja Gračenica;SISAČKO-MOSLAVAČKA
44318;Voloder;SISAČKO-MOSLAVAČKA
44320;Batina;SISAČKO-MOSLAVAČKA
44320;Brinjani;SISAČKO-MOSLAVAČKA
44320;Ciglenica;SISAČKO-MOSLAVAČKA
44320;Čaire;SISAČKO-MOSLAVAČKA
44320;Gojlo;SISAČKO-MOSLAVAČKA
44320;Husain;SISAČKO-MOSLAVAČKA
44320;Ilova;SISAČKO-MOSLAVAČKA
44320;Katoličke Čaire;SISAČKO-MOSLAVAČKA
44320;Kletište;SISAČKO-MOSLAVAČKA
44320;Krajiška Kutinica;SISAČKO-MOSLAVAČKA
44320;Kutina;SISAČKO-MOSLAVAČKA
44320;Kutinica;SISAČKO-MOSLAVAČKA
44320;Kutinska Slatina;SISAČKO-MOSLAVAČKA
44320;Mikleuška;SISAČKO-MOSLAVAČKA
44320;Mišinka;SISAČKO-MOSLAVAČKA
44320;Repušnica;SISAČKO-MOSLAVAČKA
44320;Selište;SISAČKO-MOSLAVAČKA
44320;Stupovača;SISAČKO-MOSLAVAČKA
44320;Šartovac;SISAČKO-MOSLAVAČKA
44321;Banova Jaruga;SISAČKO-MOSLAVAČKA
44321;Jamarica;SISAČKO-MOSLAVAČKA
44321;Janja Lipa;SISAČKO-MOSLAVAČKA
44321;Krivaj;SISAČKO-MOSLAVAČKA
44321;Međurić;SISAČKO-MOSLAVAČKA
44321;Piljenice;SISAČKO-MOSLAVAČKA
44321;Zbjegovača;SISAČKO-MOSLAVAČKA
44322;Kozarice;SISAČKO-MOSLAVAČKA
44322;Kraljeva Velika;SISAČKO-MOSLAVAČKA
44322;Lipovljani;SISAČKO-MOSLAVAČKA
44322;Novi Grabovac;SISAČKO-MOSLAVAČKA
44323;Borovac;SISAČKO-MOSLAVAČKA
44323;Jazavica;SISAČKO-MOSLAVAČKA
44323;Rađenovci;SISAČKO-MOSLAVAČKA
44323;Rajčići;SISAČKO-MOSLAVAČKA
44323;Rajić;SISAČKO-MOSLAVAČKA
44323;Roždanik;SISAČKO-MOSLAVAČKA
44324;Jasenovac;SISAČKO-MOSLAVAČKA
44324;Košutarica;SISAČKO-MOSLAVAČKA
44324;Mlaka;SISAČKO-MOSLAVAČKA
44324;Tanac;SISAČKO-MOSLAVAČKA
44324;Uštica;SISAČKO-MOSLAVAČKA
44324;Višnjica Uštička;SISAČKO-MOSLAVAČKA
44325;Drenov Bok;SISAČKO-MOSLAVAČKA
44325;Krapje;SISAČKO-MOSLAVAČKA
44325;Plesmo;SISAČKO-MOSLAVAČKA
44325;Puska;SISAČKO-MOSLAVAČKA
44325;Trebež;SISAČKO-MOSLAVAČKA
44330;Bair;SISAČKO-MOSLAVAČKA
44330;Brestača;SISAČKO-MOSLAVAČKA
44330;Brezovac Subocki;SISAČKO-MOSLAVAČKA
44330;Bročice;SISAČKO-MOSLAVAČKA
44330;Kričke;SISAČKO-MOSLAVAČKA
44330;Lovska;SISAČKO-MOSLAVAČKA
44330;Nova Subocka;SISAČKO-MOSLAVAČKA
44330;Novska;SISAČKO-MOSLAVAČKA
44330;Paklenica;SISAČKO-MOSLAVAČKA
44330;Popovac Subocki;SISAČKO-MOSLAVAČKA
44330;Sigetac Novski;SISAČKO-MOSLAVAČKA
44330;Stara Subocka;SISAČKO-MOSLAVAČKA
44330;Stari Grabovac;SISAČKO-MOSLAVAČKA
44330;Voćarica;SISAČKO-MOSLAVAČKA
44400;Baturi;SISAČKO-MOSLAVAČKA
44400;Bišćanovo;SISAČKO-MOSLAVAČKA
44400;Brnjeuška;SISAČKO-MOSLAVAČKA
44400;Donja Trstenica;SISAČKO-MOSLAVAČKA
44400;Donje Selište;SISAČKO-MOSLAVAČKA
44400;Donji Selkovac;SISAČKO-MOSLAVAČKA
44400;Donji Viduševac;SISAČKO-MOSLAVAČKA
44400;Dvorišće;SISAČKO-MOSLAVAČKA
44400;Glina;SISAČKO-MOSLAVAČKA
44400;Gornje Selište;SISAČKO-MOSLAVAČKA
44400;Gornji Selkovac;SISAČKO-MOSLAVAČKA
44400;Gornji Viduševac;SISAČKO-MOSLAVAČKA
44400;Hađer;SISAČKO-MOSLAVAČKA
44400;Joševica;SISAČKO-MOSLAVAČKA
44400;Kihalac;SISAČKO-MOSLAVAČKA
44400;Majske Poljane;SISAČKO-MOSLAVAČKA
44400;Marinbrod;SISAČKO-MOSLAVAČKA
44400;Novo Selo Glinsko;SISAČKO-MOSLAVAČKA
44400;Prekopa;SISAČKO-MOSLAVAČKA
44400;Roviška;SISAČKO-MOSLAVAČKA
44400;Skela;SISAČKO-MOSLAVAČKA
44400;Šatornja;SISAČKO-MOSLAVAČKA
44400;Trtnik Glinski;SISAČKO-MOSLAVAČKA
44400;Turčenica;SISAČKO-MOSLAVAČKA
44400;Velika Solina;SISAČKO-MOSLAVAČKA
44401;Balinac;SISAČKO-MOSLAVAČKA
44401;Borovita;SISAČKO-MOSLAVAČKA
44401;Buzeta;SISAČKO-MOSLAVAČKA
44401;Hajtić;SISAČKO-MOSLAVAČKA
44401;Šaševa;SISAČKO-MOSLAVAČKA
44401;Šibine;SISAČKO-MOSLAVAČKA
44402;Bojna;SISAČKO-MOSLAVAČKA
44402;Kobiljak;SISAČKO-MOSLAVAČKA
44402;Mali Obljaj;SISAČKO-MOSLAVAČKA
44402;Veliki Obljaj;SISAČKO-MOSLAVAČKA
44403;Dabrina;SISAČKO-MOSLAVAČKA
44403;Dolnjaki;SISAČKO-MOSLAVAČKA
44403;Dragotina;SISAČKO-MOSLAVAČKA
44403;Maja;SISAČKO-MOSLAVAČKA
44403;Majski Trtnik;SISAČKO-MOSLAVAČKA
44403;Prijeka;SISAČKO-MOSLAVAČKA
44403;Ravno Rašće;SISAČKO-MOSLAVAČKA
44403;Svračica;SISAČKO-MOSLAVAČKA
44404;Brezovo Polje;SISAČKO-MOSLAVAČKA
44404;Brubno;SISAČKO-MOSLAVAČKA
44404;Donji Klasnić;SISAČKO-MOSLAVAČKA
44404;Gornji Klasnić;SISAČKO-MOSLAVAČKA
44405;Brestik;SISAČKO-MOSLAVAČKA
44405;Kozaperovica;SISAČKO-MOSLAVAČKA
44405;Mali Gradac;SISAČKO-MOSLAVAČKA
44405;Martinovići;SISAČKO-MOSLAVAČKA
44405;Momčilovića Kosa;SISAČKO-MOSLAVAČKA
44405;Trnovac Glinski;SISAČKO-MOSLAVAČKA
44405;Veliki Gradac;SISAČKO-MOSLAVAČKA
44406;Bijele Vode;SISAČKO-MOSLAVAČKA
44406;Drenovac Banski;SISAČKO-MOSLAVAČKA
44406;Vlahović;SISAČKO-MOSLAVAČKA
44410;Blatuša;SISAČKO-MOSLAVAČKA
44410;Brnjavac;SISAČKO-MOSLAVAČKA
44410;Crevarska Strana;SISAČKO-MOSLAVAČKA
44410;Donja Čemernica;SISAČKO-MOSLAVAČKA
44410;Dugo Selo;SISAČKO-MOSLAVAČKA
44410;Gornja Čemernica;SISAČKO-MOSLAVAČKA
44410;Gvozd;SISAČKO-MOSLAVAČKA
44410;Malička;SISAČKO-MOSLAVAČKA
44410;Ostrožin;SISAČKO-MOSLAVAČKA
44410;Pješčanica;SISAČKO-MOSLAVAČKA
44410;Podgorje;SISAČKO-MOSLAVAČKA
44410;Slavsko Polje;SISAČKO-MOSLAVAČKA
44410;Trepča;SISAČKO-MOSLAVAČKA
44412;Donje Jame;SISAČKO-MOSLAVAČKA
44412;Gornje Jame;SISAČKO-MOSLAVAČKA
44412;Gračanica Šišinečka;SISAČKO-MOSLAVAČKA
44412;Mala Solina;SISAČKO-MOSLAVAČKA
